character,line,line_clean
All Ricks,"This is why you don't freeze time, you guys. It's incredibly irresponsible.Morty 1","This is why you don't freeze time, you guys. It's incredibly irresponsible.Morty 1"
All Ricks,"Look, there's no time to hold me accountable, Morty. Like literally no time. Look around. Uncertainty is inherently unsustainable. Eventually everything either is or isn't. And we've got about four hours to be “is”.","Look, there's no time to hold me accountable, Morty. Like literally no time. Look around. Uncertainty is inherently unsustainable. Eventually everything either is or isn't. And we've got about four hours to be “is”."
All Ricks,"Alright, since this time crystal exists in both possibilities, and since it's impossible that I didn't nail this, I'm probably about to press this button in both possibilities at exactly the same time.","Alright, since this time crystal exists in both possibilities, and since it's impossible that I didn't nail this, I'm probably about to press this button in both possibilities at exactly the same time."
All Ricks,"Whatever you're asking, the answer is I'm amazing. And away we go!","Whatever you're asking, the answer is I'm amazing. And away we go!"
Rick,"Huh, what do you know, it's working","Huh, what do you know, it's working"
All Ricks,What the hell is wrong with you two!? I—I m—I m—I mean you four!?,What the hell is wrong with you two!? I—I m—I m—I mean you four!?
All Ricks,"Alright, perfect. Sit still,  arms down, I'm gonna do this again, this time, be like Grampa.","Alright, perfect. Sit still, arms down, I'm gonna do this again, this time, be like Grampa."
All Ricks,"Huh, that's weird. Oh, my God.","Huh, that's weird. Oh, my God."
All Ricks,That son of a bitch is gonna kill me!,That son of a bitch is gonna kill me!
All Ricks,Saving our lives. After he takes me out he's gonna be coming for you!,Saving our lives. After he takes me out he's gonna be coming for you!
All Ricks,"Oh God, now there's three of them, we're outnumbered! Get in the cupboards! Wait, don't don't do that, they'll know... wait wait, think about getting in the cupboards but don't really. AAAAH IS THIS WHAT YOU WANT YOU SICK FUCKS? YOU WANNA SEE CHILDREN DIE?","Oh God, now there's three of them, we're outnumbered! Get in the cupboards! Wait, don't don't do that, they'll know... wait wait, think about getting in the cupboards but don't really. AAAAH IS THIS WHAT YOU WANT YOU SICK FUCKS? YOU WANNA SEE CHILDREN DIE?"
All Ricks,"Shh shh... I know where you are, you creepy old monster... I know how you think! Oh, is this where you think I'm going? You think I'm standing here? Well maybe you're right!","Shh shh... I know where you are, you creepy old monster... I know how you think! Oh, is this where you think I'm going? You think I'm standing here? Well maybe you're right!"
All Ricks,"Oh God, my head. What did you guys do?","Oh God, my head. What did you guys do?"
All Ricks,"Ah, for God's sake, alright here, give me the time crystal.","Ah, for God's sake, alright here, give me the time crystal."
All Ricks,"Calling myself. Here, listen,  it'll probably go to voice mail since, you know, I'm calling myself.","Calling myself. Here, listen, it'll probably go to voice mail since, you know, I'm calling myself."
All Ricks,"Don't fall for it, it's a bit.","Don't fall for it, it's a bit."
All Ricks,"Hey Rick, it's Rick. Listen, I'm sorry about earlier. No hard feelings. I know you know I mean it too. Take it easy. Whoa. Damn, look at this, I'm blown up. Three new voicemails.  Yeah yeah, I heard this one.  You get the idea  we're cool now.","Hey Rick, it's Rick. Listen, I'm sorry about earlier. No hard feelings. I know you know I mean it too. Take it easy. Whoa. Damn, look at this, I'm blown up. Three new voicemails. Yeah yeah, I heard this one. You get the idea we're cool now."
All Ricks,Fine I'll just do it myself.,Fine I'll just do it myself.
All Ricks,"Because I waited until I was certain it was what I wanted to do, Morty. That's the difference between you and me. I'm certain, and you're a walking burlap sack filled with turds.","Because I waited until I was certain it was what I wanted to do, Morty. That's the difference between you and me. I'm certain, and you're a walking burlap sack filled with turds."
All Ricks,"Oh, what you're just gonna listen to this guy now? He's got a giant testicle for a head! He came here in a bubble. For all we know he could be the David Berkowitz of Nutsack Land.","Oh, what you're just gonna listen to this guy now? He's got a giant testicle for a head! He came here in a bubble. For all we know he could be the David Berkowitz of Nutsack Land."
Rick,"Yes, we're back, problem solved.","Yes, we're back, problem solved."
Rick,How long exactly do we have to wear these things? They're really embarassing.,How long exactly do we have to wear these things? They're really embarassing.
Rick,"I would have been happy to pay for it, Summer, but they don't exactly sell them at Costco. Besides, there's a larger lesson to be learned here. Get him!","I would have been happy to pay for it, Summer, but they don't exactly sell them at Costco. Besides, there's a larger lesson to be learned here. Get him!"
Rick,What if I told you there's a huge ticket up right behind you?,What if I told you there's a huge ticket up right behind you?
Rick,"Alright, hear me out on this. You're immortal, right, which means your life is infinite. Well in that case there's 100% chance that you'll eventually do everything, including turning around to look behind you.","Alright, hear me out on this. You're immortal, right, which means your life is infinite. Well in that case there's 100% chance that you'll eventually do everything, including turning around to look behind you."
Rick,"Ah, God, gross and weird!","Ah, God, gross and weird!"
Rick,"Summer, Morty, take off your collars!","Summer, Morty, take off your collars!"
Rick,Good question. I suppose the answer is,Good question. I suppose the answer is
Rick,"You know what I'm talking about, oh yeah. I'm gonna do the cabbage patch, Morty. Check me out I'm doing the cabbage patch dance. It's a classic dance, remember, like this. Oh shit look at that.","You know what I'm talking about, oh yeah. I'm gonna do the cabbage patch, Morty. Check me out I'm doing the cabbage patch dance. It's a classic dance, remember, like this. Oh shit look at that."
Rick,"Shut up, Morty. The last time you felt something, we all almost died. You little s—piece of shit.","Shut up, Morty. The last time you felt something, we all almost died. You little s—piece of shit."
Rick,No it doesn't. It hurts.,No it doesn't. It hurts.
Rick,"Uh, w-why don't you get it Jerry? you're the man of the house and you don't have a job.","Uh, w-why don't you get it Jerry? you're the man of the house and you don't have a job."
Rick,"Beth, Squanchy culture is more... contextual than literal. You just say what's in your squanch and people understand.","Beth, Squanchy culture is more... contextual than literal. You just say what's in your squanch and people understand."
Rick,"Oh boy. Time to go, Morty.","Oh boy. Time to go, Morty."
Rick,"The Pentagon. I mean, not THE Pentagon.  The lame one, here on Earth.","The Pentagon. I mean, not THE Pentagon. The lame one, here on Earth."
Rick,Morty and I are going to look into it. You guys hold tight.,Morty and I are going to look into it. You guys hold tight.
Rick,Stay back! This watch turns people into snakes!,Stay back! This watch turns people into snakes!
Rick,My name is Rick Sanchez. This here’s my grandson Morty.,My name is Rick Sanchez. This here’s my grandson Morty.
Rick,"I’ve seen enough of the galaxy to know that what we’ve got here is a Cromulon from the Cygnus-5 Expanse. So you can forget about nukes, and you can forget about math.  This head won’t go away until  Earth shows them it’s got a hit song.","I’ve seen enough of the galaxy to know that what we’ve got here is a Cromulon from the Cygnus-5 Expanse. So you can forget about nukes, and you can forget about math. This head won’t go away until Earth shows them it’s got a hit song."
Rick,"No, Frasier. A live performance of a newly-written, catchy, original song. The Cromulon feed on the talent and showmanship of less-evolved lifeforms.","No, Frasier. A live performance of a newly-written, catchy, original song. The Cromulon feed on the talent and showmanship of less-evolved lifeforms."
Rick,You’re gonna wanna put them on that giant speaker system at your sonic testing facility at Area 51.,You’re gonna wanna put them on that giant speaker system at your sonic testing facility at Area 51.
Rick,"Who’s NOT a musician, Morty?","Who’s NOT a musician, Morty?"
Rick,"Yeah, not with that attitude.","Yeah, not with that attitude."
Rick,"All right, Morty, let’s get ready to do it! Why don’t you, uh, find a button on one of those keyboards and lay down some kind of beat?","All right, Morty, let’s get ready to do it! Why don’t you, uh, find a button on one of those keyboards and lay down some kind of beat?"
Rick,"Morty! Good music comes from people who are relaxed. Just hit a button, Morty! Gimme a beat!","Morty! Good music comes from people who are relaxed. Just hit a button, Morty! Gimme a beat!"
Rick,Ahhhhh yeahhhhh Ya gotta get schwifty  Ya gotta get schwifty in here It’s time to get schwifty,Ahhhhh yeahhhhh Ya gotta get schwifty Ya gotta get schwifty in here It’s time to get schwifty
Rick,Take off your pants and your panties Shit on the floor Time to get schwifty in here I’m Mr. Bulldops,Take off your pants and your panties Shit on the floor Time to get schwifty in here I’m Mr. Bulldops
Rick,Take a shit on the floor Time to get schwifty in here,Take a shit on the floor Time to get schwifty in here
Rick,"Hey, take your pants off It’s schwifty time today","Hey, take your pants off It’s schwifty time today"
Rick,I think planet Earth has just been transported.,I think planet Earth has just been transported.
Rick,"Uhh, it’s probably a bad time to mention it, but any astronauts you guys had in orbit are definitely dead.","Uhh, it’s probably a bad time to mention it, but any astronauts you guys had in orbit are definitely dead."
Rick,"Geez, Morty. The guy’s just doing his job. Take it easy.","Geez, Morty. The guy’s just doing his job. Take it easy."
Rick,"Genius happens in the moment, Morty.","Genius happens in the moment, Morty."
Rick,"That’s planning for failure, Morty. Even dumber than regular planning.  Balls.","That’s planning for failure, Morty. Even dumber than regular planning. Balls."
Rick,"Morty, Morty, stop! Listen! There’s only so much charge left in this thing. If we portal home from here and back, we’re not gonna have enough charge left to get off-world. Get it?","Morty, Morty, stop! Listen! There’s only so much charge left in this thing. If we portal home from here and back, we’re not gonna have enough charge left to get off-world. Get it?"
Rick,"Yeah,  you see, I try to shelter you from certain realities,  Morty. Cause if I let you make me nervous, then we can’t get schwifty.","Yeah, you see, I try to shelter you from certain realities, Morty. Cause if I let you make me nervous, then we can’t get schwifty."
Rick,"Hey, Morty! Could you lick my…","Hey, Morty! Could you lick my…"
Rick,"Wait, wait, wait! Come on, h-hold on a second!","Wait, wait, wait! Come on, h-hold on a second!"
Rick,"Whoa, whoa! Morty! Give me that!","Whoa, whoa! Morty! Give me that!"
Rick,"Morty, just put it down. You don’t know what you’re doing.","Morty, just put it down. You don’t know what you’re doing."
Rick,"Wh-What do you think, Ice? Probably a little over-developed.","Wh-What do you think, Ice? Probably a little over-developed."
Rick,"Well, do you think maybe, could you give me some help with it, or… ?","Well, do you think maybe, could you give me some help with it, or… ?"
Rick,"Ice, I don’t want to be a negative Nelly or anything, but  if Morty doesn’t come back with my portal gun and I eat it out there, it’s, uh, kind of your problem too.","Ice, I don’t want to be a negative Nelly or anything, but if Morty doesn’t come back with my portal gun and I eat it out there, it’s, uh, kind of your problem too."
Rick,What the fuck? You can turn into ice?,What the fuck? You can turn into ice?
Rick,"Take it from me, Ice.  You can’t just  float around space not caring about stuff forever.","Take it from me, Ice. You can’t just float around space not caring about stuff forever."
Rick,I say…  Let’s do it!,I say… Let’s do it!
Rick,"Come on, here we go!","Come on, here we go!"
Rick,"Trade secret, Mr. President. Particle beam in a wristwatch… snake holster on the leg.","Trade secret, Mr. President. Particle beam in a wristwatch… snake holster on the leg."
Rick,Don't worry about Jerry. He's gonna be fine.You hear me Jerry? You're gonna be fine!,Don't worry about Jerry. He's gonna be fine.You hear me Jerry? You're gonna be fine!
Rick,"ooo... Watch out for that stuff. It'll stain if it gets on your clothes, and it'll send into a murderous rage if it gets in your eyes or mouth.","ooo... Watch out for that stuff. It'll stain if it gets on your clothes, and it'll send into a murderous rage if it gets in your eyes or mouth."
Rick,"I know this isn't the time, but, you know, technically the second freezer drawer is mine.","I know this isn't the time, but, you know, technically the second freezer drawer is mine."
Rick,"Alright fine, but you're not touching my CRISPR.","Alright fine, but you're not touching my CRISPR."
Rick,What? Every hospital claims to have the best doctor in the galaxy. It's like those pizza places that claim to have the best pizza in the world. What- Do you think they have pizza contests? Have you ever been to a pizza contest?,What? Every hospital claims to have the best doctor in the galaxy. It's like those pizza places that claim to have the best pizza in the world. What- Do you think they have pizza contests? Have you ever been to a pizza contest?
Rick,"Fine!  Excuse me. Coming through. What are you here for- Just kidding, I don't care. Well this won't do.","Fine! Excuse me. Coming through. What are you here for- Just kidding, I don't care. Well this won't do."
Rick,"Yeah me neither, we pretty much nailed it the first time.","Yeah me neither, we pretty much nailed it the first time."
Rick,"You gotta be careful Morty, if that guy catches you with a box of his eye-holes he comes bursting in through a window and just starts kicking the shit outta you. But it's worth the risk, they melt in your mouth Morty! They're delicious.","You gotta be careful Morty, if that guy catches you with a box of his eye-holes he comes bursting in through a window and just starts kicking the shit outta you. But it's worth the risk, they melt in your mouth Morty! They're delicious."
Rick,"Well you're thirty-nine years too late, or however old he is. Is he fifty? Oh man, Beth is, is Jerry fifity!?","Well you're thirty-nine years too late, or however old he is. Is he fifty? Oh man, Beth is, is Jerry fifity!?"
Rick,"Hey, what's wrong Morty? Oh, you're worried about your dad, huh?","Hey, what's wrong Morty? Oh, you're worried about your dad, huh?"
Rick,Morty let's-let's see what else is on.,Morty let's-let's see what else is on.
Rick,"Oh, man Morty. How DID she get there?","Oh, man Morty. How DID she get there?"
Rick,Just stay away from the coffee machine.,Just stay away from the coffee machine.
Rick,"Oh man, I'm trying to remember Morty.","Oh man, I'm trying to remember Morty."
Rick,"All right, Morty you've done it!","All right, Morty you've done it!"
Rick,"Anyway, that's how I escaped from space prison! Oh, scary place.","Anyway, that's how I escaped from space prison! Oh, scary place."
Rick,"Oh, come on. Who wants to watch a mad scientist use handmade sci-fi tools to take out highly trained alien guards when we can sit here and be a family at Shoney's?","Oh, come on. Who wants to watch a mad scientist use handmade sci-fi tools to take out highly trained alien guards when we can sit here and be a family at Shoney's?"
Rick,"Emotionally speaking, honey, Shoney's is my home.","Emotionally speaking, honey, Shoney's is my home."
Rick,"Jerry, get out of the booth, take all your clothes off, and fold yourself 12 times.","Jerry, get out of the booth, take all your clothes off, and fold yourself 12 times."
Rick,"Six folds, huh? W-W-What, have you guys got me in a Series 9000? You cheap insect fucks didn't think I was worth your best equipment?","Six folds, huh? W-W-What, have you guys got me in a Series 9000? You cheap insect fucks didn't think I was worth your best equipment?"
Rick,"Well, you might as well order some pancakes, because I don't see the need to leave this part of my brain.","Well, you might as well order some pancakes, because I don't see the need to leave this part of my brain."
Rick,"Oh, any particular ones? You want to see my first boner, or should we go straight to the moment I discovered interdimensional travel?","Oh, any particular ones? You want to see my first boner, or should we go straight to the moment I discovered interdimensional travel?"
Rick,"' Ooh, your little flappy doodles are twitching. Does that mean you're aroused, or did you just get a signal that one of your buddies found a grape?","' Ooh, your little flappy doodles are twitching. Does that mean you're aroused, or did you just get a signal that one of your buddies found a grape?"
Rick,"Well, that depends on who breaks first -- me or the titty.","Well, that depends on who breaks first -- me or the titty."
Rick,The day I invented the portal gun is the day I lost her.,The day I invented the portal gun is the day I lost her.
Rick,To the day it all began and ended. The moment that changed everything.,To the day it all began and ended. The moment that changed everything.
Rick,"Okay. All right, all right.","Okay. All right, all right."
Rick,Me. I used to wear blue pants.,Me. I used to wear blue pants.
Rick,Yeah. That's the three lines of math that separates my life as a man from my life as an unfeeling ghost.,Yeah. That's the three lines of math that separates my life as a man from my life as an unfeeling ghost.
Rick,"Because the code you just uploaded wasn't actually my portal-gun formula, it was a virus giving me full control over the brainalyzer.","Because the code you just uploaded wasn't actually my portal-gun formula, it was a virus giving me full control over the brainalyzer."
Rick,"True, but you can alter anything you want about a totally fabricated origin story.","True, but you can alter anything you want about a totally fabricated origin story."
Rick,"Mission accomplished, boys. Pull me out.","Mission accomplished, boys. Pull me out."
Rick,"Okay, have fun in what's left of my brain. I'm gonna transfer to yours. Oh, there's not enough room for all my genius, so I'm leaving you with my fear of wicker furniture, my desire to play the trumpet, my tentative plans to purchase a hat, and six years of improv workshops. Comedy comes in threes.","Okay, have fun in what's left of my brain. I'm gonna transfer to yours. Oh, there's not enough room for all my genius, so I'm leaving you with my fear of wicker furniture, my desire to play the trumpet, my tentative plans to purchase a hat, and six years of improv workshops. Comedy comes in threes."
Rick,"Morty, take this. You're gonna need it later.","Morty, take this. You're gonna need it later."
Rick,What -- What's this supposed to accomplish? We have infinite grandkids. You're trying to use Disney bucks at a Caesar's Palace here.,What -- What's this supposed to accomplish? We have infinite grandkids. You're trying to use Disney bucks at a Caesar's Palace here.
Rick,"I came to kill you, bro. That's not even my original Summer.","I came to kill you, bro. That's not even my original Summer."
Rick,"20 yards, nine-gauge plasma pistol, My first shot would liquify her insides and injure you, second shot adds recoil. The risk to me is minimized if I wait for you to shoot her, which I'm encouraging you to do.","20 yards, nine-gauge plasma pistol, My first shot would liquify her insides and injure you, second shot adds recoil. The risk to me is minimized if I wait for you to shoot her, which I'm encouraging you to do."
Rick,"Or let her go, which I will reward with a quicker death.","Or let her go, which I will reward with a quicker death."
Rick,"Because it's incentive for you to give me my cleanest shot, which will be your least painful death. But if you want to die slower than that, I'm super into it. All you got to do to get that started is kill the girl.","Because it's incentive for you to give me my cleanest shot, which will be your least painful death. But if you want to die slower than that, I'm super into it. All you got to do to get that started is kill the girl."
Rick,"Morty, I know you're too stupid to get this, but you're really fuckin' this up right now.","Morty, I know you're too stupid to get this, but you're really fuckin' this up right now."
Rick,"I wasn't gonna let her die, you fuckin' moron!","I wasn't gonna let her die, you fuckin' moron!"
Rick,The point is he thought I was going to.,The point is he thought I was going to.
Rick,"You're a serious fuckin' idiot, Morty! You basically killed us all! You're the worst! You're as dumb as a bag of sand.","You're a serious fuckin' idiot, Morty! You basically killed us all! You're the worst! You're as dumb as a bag of sand."
Rick,"Good job, Morty. Let's go, kids.","Good job, Morty. Let's go, kids."
Rick,Oldest Rick trick in the book.,Oldest Rick trick in the book.
Rick,Not until I finish what I started. And that is how you get level-nine access without a password.,Not until I finish what I started. And that is how you get level-nine access without a password.
Rick,"Employee of the month, ladies and gentlemen.","Employee of the month, ladies and gentlemen."
Rick,"Good pitches, kids. I'm almost proud. But watch closely as Grandpa topples an empire by changing a one to a zero.","Good pitches, kids. I'm almost proud. But watch closely as Grandpa topples an empire by changing a one to a zero."
Rick,Guess who dismantled the government?,Guess who dismantled the government?
Rick,"Jerry, is there any light beer left? It's insane what you miss in prison.","Jerry, is there any light beer left? It's insane what you miss in prison."
Rick,"No, you're right. Where's the vodka?","No, you're right. Where's the vodka?"
Rick,"Seems like you guys need some privacy. I'll, uh -- I'll be in the garage.","Seems like you guys need some privacy. I'll, uh -- I'll be in the garage."
Rick,"What the fuck? Not cool, Jerry! A man's garage is his castle.","What the fuck? Not cool, Jerry! A man's garage is his castle."
Rick,"Oh, I-I'm sorry to hear that, sweetie. I hope I had nothing to do with that.","Oh, I-I'm sorry to hear that, sweetie. I hope I had nothing to do with that."
Rick,"Not so fast, Morty. You heard your mom. We've got adventures to go on, Morty -- just you and me -- and sometimes your sister and sometimes your mom, but never your dad. You want to know why, Morty? Because he crossed me.","Not so fast, Morty. You heard your mom. We've got adventures to go on, Morty -- just you and me -- and sometimes your sister and sometimes your mom, but never your dad. You want to know why, Morty? Because he crossed me."
Rick,"Oh, it gets darker, Morty. Welcome to the darkest year of our adventures. First thing that's different -- no more Dad, Morty.","Oh, it gets darker, Morty. Welcome to the darkest year of our adventures. First thing that's different -- no more Dad, Morty."
Rick,"He threatened to turn me in to the government, so I made him and the government go away.","He threatened to turn me in to the government, so I made him and the government go away."
Rick,I've replaced them both as the de facto patriarch of your family and your universe. Your mom wouldn't have accepted me if I came home -,I've replaced them both as the de facto patriarch of your family and your universe. Your mom wouldn't have accepted me if I came home -
Rick,"- without you and your sister, so now you know the real reason I rescued you. Oh! I just took over the family, Morty, and if you tell your mom -","- without you and your sister, so now you know the real reason I rescued you. Oh! I just took over the family, Morty, and if you tell your mom -"
Rick,"- or sister I said any of this, I'll deny it -","- or sister I said any of this, I'll deny it -"
Rick,"- and they'll take my side because I'm a hero, Morty. And now you're gonna have to go -","- and they'll take my side because I'm a hero, Morty. And now you're gonna have to go -"
Rick,"- and do whatever I say, Morty, forever! And I'll -- I'll go out and I'll find some more of that ""Mulan"" Szechuan teriyaki dipping sauce, Morty. -","- and do whatever I say, Morty, forever! And I'll -- I'll go out and I'll find some more of that ""Mulan"" Szechuan teriyaki dipping sauce, Morty. -"
Rick,"- Because that's -- that's what this is all about, Morty.","- Because that's -- that's what this is all about, Morty."
Rick,"That's my one-armed man! I'm not driven by avenging my dead family, Morty! That was fake. I-I-I'm driven by finding that McNugget sauce.","That's my one-armed man! I'm not driven by avenging my dead family, Morty! That was fake. I-I-I'm driven by finding that McNugget sauce."
Rick,"I want that ""Mulan"" McNugget sauce, Morty! That's my series arc, Morty.","I want that ""Mulan"" McNugget sauce, Morty! That's my series arc, Morty."
Rick,"If it takes nine seasons, I want my McNugget dipping sauce, Szechuan sauce, Morty.","If it takes nine seasons, I want my McNugget dipping sauce, Szechuan sauce, Morty."
Rick,"That's what's gonna take us all the way to the end, Morty.","That's what's gonna take us all the way to the end, Morty."
Rick,"Season -- Nine more seasons, Morty. Nine more seasons until I get that dipping Szechuan sauce.","Season -- Nine more seasons, Morty. Nine more seasons until I get that dipping Szechuan sauce."
Rick,"For 97 more years, Morty!","For 97 more years, Morty!"
Rick,"I want that McNugget sauce, Morty!","I want that McNugget sauce, Morty!"
Pickle Rick,"Morty, the garage, Morty. Come to the garage!","Morty, the garage, Morty. Come to the garage!"
Pickle Rick,"On my work bench, Morty.","On my work bench, Morty."
Pickle Rick,"Come on, flip the pickle, Morty. You're not gonna regret it. The payoff is huge.","Come on, flip the pickle, Morty. You're not gonna regret it. The payoff is huge."
Pickle Rick,"""And""? What more do you want tacked on to this? I turned myself into a pickle, and 9/11 was an inside job?","""And""? What more do you want tacked on to this? I turned myself into a pickle, and 9/11 was an inside job?"
Pickle Rick,"Who cares, Morty? Global acts of terrorism happen every day. Uh, here's something that's never happened before","Who cares, Morty? Global acts of terrorism happen every day. Uh, here's something that's never happened before"
Pickle Rick,"I don't do magic, Morty, I do science. One takes brains, the other takes dark eye liner.","I don't do magic, Morty, I do science. One takes brains, the other takes dark eye liner."
Pickle Rick,I wouldn't be much of a pickle if I could.,I wouldn't be much of a pickle if I could.
Pickle Rick,"Morty, stop digging for hidden layers and just be impressed. I'm a pickle.","Morty, stop digging for hidden layers and just be impressed. I'm a pickle."
Pickle Rick,"The reason anyone would do this is, if they could, which they can't, would be because they could, which they can't.","The reason anyone would do this is, if they could, which they can't, would be because they could, which they can't."
Pickle Rick,"Right here, sweetie. I'm a pickle!","Right here, sweetie. I'm a pickle!"
Pickle Rick,Where are you guys going?,Where are you guys going?
Pickle Rick,"Oh, my God. Beth, oh, it totally slipped my mind. Geez, oh, man. I'm a pickle. I mean, I don't know if I can, ooh, geez.","Oh, my God. Beth, oh, it totally slipped my mind. Geez, oh, man. I'm a pickle. I mean, I don't know if I can, ooh, geez."
Pickle Rick,"It's okay, Beth. I understand Morty's suspicion. I've misled him before. Morty, turn me so we're making eye contact.Morty, I assure you, I would never ""find a way"" to ""get out of"" family therapy. I hope my lack of fingers doesn't prevent the perception of my air quotes.","It's okay, Beth. I understand Morty's suspicion. I've misled him before. Morty, turn me so we're making eye contact.Morty, I assure you, I would never ""find a way"" to ""get out of"" family therapy. I hope my lack of fingers doesn't prevent the perception of my air quotes."
Pickle Rick,"Great question, Summer. The unfortunate answer is I did this to challenge myself. And it could take hours or even days before I'm able to figure out how to return to human form. But, I mean, you know, your mom could put me in a purse or a pocket, you know, if she really needs me to go.","Great question, Summer. The unfortunate answer is I did this to challenge myself. And it could take hours or even days before I'm able to figure out how to return to human form. But, I mean, you know, your mom could put me in a purse or a pocket, you know, if she really needs me to go."
Pickle Rick,"Well, Morty, if you know must know, the syringe is completely unrelated to this discussion, and, therefore, it does not warrant further explanation.","Well, Morty, if you know must know, the syringe is completely unrelated to this discussion, and, therefore, it does not warrant further explanation."
Pickle Rick,"W-w-what are you doing there, Beth? What are you doing there, sweetie?","W-w-what are you doing there, Beth? What are you doing there, sweetie?"
Pickle Rick,"Hey, hey, be careful with that. It's for something else. It's really important, so don't break it. Okay, I may have fucked up here. Dup, ap, ap, pap, ut, dah, pap, pap, pap, pah. T-t-tah, tah.  Oh, great. Stupid cat.","Hey, hey, be careful with that. It's for something else. It's really important, so don't break it. Okay, I may have fucked up here. Dup, ap, ap, pap, ut, dah, pap, pap, pap, pah. T-t-tah, tah. Oh, great. Stupid cat."
Pickle Rick,"Whoa, whoa, whoa, whoa! I know what it looks like to you, Izzy, but I'm not a snake! I've seen the YouTube videos, I know cats are scared of cucumbers and pickles because they think they're snakes. I'm not a snake! I'm a pickle, I'm a pickle!","Whoa, whoa, whoa, whoa! I know what it looks like to you, Izzy, but I'm not a snake! I've seen the YouTube videos, I know cats are scared of cucumbers and pickles because they think they're snakes. I'm not a snake! I'm a pickle, I'm a pickle!"
Pickle Rick,"Whoa! Oh! Whoa, whoa, whoa!","Whoa! Oh! Whoa, whoa, whoa!"
Pickle Rick,"Oh, crap, that sun is bright.","Oh, crap, that sun is bright."
Pickle Rick,"Okay, come on. This can't really be the way I go out. This is the mega-genius equivalent of dying on the toilet.","Okay, come on. This can't really be the way I go out. This is the mega-genius equivalent of dying on the toilet."
Pickle Rick,So... hot. This is how I'm gonna die.,So... hot. This is how I'm gonna die.
Pickle Rick,"Oh, God, the moisture! Dial it back, God! Dial it back a little bit here!","Oh, God, the moisture! Dial it back, God! Dial it back a little bit here!"
Pickle Rick,"Oh, shiiit! Oh! Oh! Oh!","Oh, shiiit! Oh! Oh! Oh!"
Pickle Rick,Come get this delicious brine.,Come get this delicious brine.
Pickle Rick,"Aah! Come on! Come on, motherfucker! Come on!","Aah! Come on! Come on, motherfucker! Come on!"
Pickle Rick,"By the way, you might notice that in spite of your numerous distinctive features, I never gave you a name like Scar or Stripe or Goliath. That's because, to me, you aren't special.","By the way, you might notice that in spite of your numerous distinctive features, I never gave you a name like Scar or Stripe or Goliath. That's because, to me, you aren't special."
Pickle Rick,"God damn it, I love myself.","God damn it, I love myself."
Pickle Rick,Get that parkour. Get that parkour!,Get that parkour. Get that parkour!
Pickle Rick,"Hey, it's cool. Just need to find the nearest exit.","Hey, it's cool. Just need to find the nearest exit."
Pickle Rick,"Whoa, whoa, whoa! No need to freak out.","Whoa, whoa, whoa! No need to freak out."
Pickle Rick,Whoa! Who in the fuck's toilet is this?,Whoa! Who in the fuck's toilet is this?
Pickle Rick,"Hi, um, can you, uh  please let me out.","Hi, um, can you, uh please let me out."
Pickle Rick,You should know those men killed themselves.,You should know those men killed themselves.
Pickle Rick,They didn't  let me out.,They didn't let me out.
Pickle Rick,"Uh, is this not a good time or...?","Uh, is this not a good time or...?"
Pickle Rick,That'd be a lucky break for you.,That'd be a lucky break for you.
Pickle Rick,...because this pickle doesn't care about your children. And I'm not gonna take their dreams. I'm gonna take their parents.,...because this pickle doesn't care about your children. And I'm not gonna take their dreams. I'm gonna take their parents.
Pickle Rick,You should know that isn't original.,You should know that isn't original.
Pickle Rick,There's nothing I won't do to see her again.,There's nothing I won't do to see her again.
Pickle Rick,"Yeah, there's lots I wouldn't do to see my daughter, but killing you gets me to her quicker than your derivative bullshit.","Yeah, there's lots I wouldn't do to see my daughter, but killing you gets me to her quicker than your derivative bullshit."
Pickle Rick,"That will be your downfall, Jaguar, not being open to new experiences.","That will be your downfall, Jaguar, not being open to new experiences."
Pickle Rick,"No, thanks. I'm coming for you now.","No, thanks. I'm coming for you now."
Pickle Rick,"Take that money, give it to Jaguar's daughter when you set her free. Or I'll be visiting you.","Take that money, give it to Jaguar's daughter when you set her free. Or I'll be visiting you."
Pickle Rick,"Huh, so you're a liar.","Huh, so you're a liar."
Pickle Rick,I don't think so. See you soon.,I don't think so. See you soon.
Pickle Rick,"Well, my daughter is about five away, and I've got about eight to live.","Well, my daughter is about five away, and I've got about eight to live."
Pickle Rick,"Huh? Uh, no. No, nope, sorry about that. Nope, just me. Yeesh!","Huh? Uh, no. No, nope, sorry about that. Nope, just me. Yeesh!"
Pickle Rick,"Yeah, thank you. Uh, sweetie, you don't still happen to have that syringe in your purse?","Yeah, thank you. Uh, sweetie, you don't still happen to have that syringe in your purse?"
Pickle Rick,"It's a serum that I need to, uh, to stay alive. I have had a rough day. And, uh, I've sustained a lot of damage. I'm pretty close to death, which the serum will prevent.","It's a serum that I need to, uh, to stay alive. I have had a rough day. And, uh, I've sustained a lot of damage. I'm pretty close to death, which the serum will prevent."
Pickle Rick,So I wouldn't have to come here.,So I wouldn't have to come here.
Pickle Rick,"I, um I'm sorry I lied to get out of the thing. I, I shouldn't lie to you.","I, um I'm sorry I lied to get out of the thing. I, I shouldn't lie to you."
Pickle Rick,"Oh, no, I mean, I know it was Morty peeing his pants and Summer snorting glue or whatever...","Oh, no, I mean, I know it was Morty peeing his pants and Summer snorting glue or whatever..."
